"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"OCTVis: Ontology-Based Comparison of Topic Models","A. Ge; H. Jang; G. Carenini; K. Ho; Y. J. Lee","University of British Columbia,Department of Computer Science; University of British Columbia,Department of Computer Science; University of British Columbia,Department of Computer Science; University of British Columbia,Department of Emergency Medicine; University of Pittsburgh,School of Nursing","2019 IEEE Visualization Conference (VIS)","19 Dec 2019","2019","","","66","70","Evaluating topic modeling results requires communication between domain and NLP experts. OCTVis is a visual interface to compare the quality of two topic models when mapped against a domain ontology. Its design is based on detailed data and task models, and was tested in a case study in the healthcare domain.","","978-1-7281-4941-7","10.1109/VISUAL.2019.8933646","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8933646","Human-centered computing;Visualization;Visualization design and evaluation methods","Ontologies;Computational modeling;Task analysis;Data models;Measurement;Analytical models;Semantics","data visualisation;health care;medical computing;natural language processing;ontologies (artificial intelligence)","NLP experts;OCTVis;visual interface;domain ontology;healthcare domain;ontology-based comparison;topic modeling","","1","","24","","19 Dec 2019","","","IEEE","IEEE Conferences"
"OD Morphing: Balancing Simplicity with Faithfulness for OD Bundling","Y. Lyu; X. Liu; H. Chen; A. Mangal; K. Liu; C. Chen; B. Lim","National University of Singapore; Southeast University, China; Zhejiang University, China; Indian Institute of Technology, Delhi; Chongqing University, China; Chongqing University, China; National University of Singapore","IEEE Transactions on Visualization and Computer Graphics","25 Nov 2019","2020","26","1","811","821","OD bundling is a promising method to identify key origin-destination (OD) patterns, but the bundling can mislead the interpretation of actual trajectories traveled. We present OD Morphing, an interactive OD bundling technique that improves geographical faithfulness to actual trajectories while preserving visual simplicity for OD patterns. OD Morphing iteratively identifies critical waypoints from the actual trajectory network with a min-cut algorithm and transitions OD bundles to pass through the identified waypoints with a smooth morphing method. Furthermore, we extend OD Morphing to support bundling at interaction speeds to enable users to interactively transition between degrees of faithfulness to aid sensemaking. We introduce metrics for faithfulness and simplicity to evaluate their trade-off achieved by OD morphed bundling. We demonstrate OD Morphing on real-world city-scale taxi trajectory and USA domestic planned flight datasets.","1941-0506","","10.1109/TVCG.2019.2934657","Ministry of Education; National Natural Science Foundation of China(grant numbers:61872049); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8809845","OD Visualization;Edge Bundling;Trajectory","Trajectory;Data visualization;Roads;Public transportation;Visualization;Image edge detection","data visualisation;graph theory;interactive systems;pattern clustering","OD Morphing;faithfulness;origin-destination patterns;interactive OD bundling technique;OD patterns;min-cut algorithm;balancing simplicity;OD visualization;smooth morphing method","","1","","59","IEEE","22 Aug 2019","","","IEEE","IEEE Journals"
"On the Readability of Abstract Set Visualizations","M. Wallinger; B. Jacobsen; S. Kobourov; M. Nöllenburg","Algorithms and Complexity Group, TU Wien, Vienna, Austria; Dept. of Computer Science, University of Arizona, Tucson, AZ, USA; Dept. of Computer Science, University of Arizona, Tucson, AZ, USA; Algorithms and Complexity Group, TU Wien, Vienna, Austria","IEEE Transactions on Visualization and Computer Graphics","12 May 2021","2021","27","6","2821","2832","Set systems are used to model data that naturally arises in many contexts: social networks have communities, musicians have genres, and patients have symptoms. Visualizations that accurately reflect the information in the underlying set system make it possible to identify the set elements, the sets themselves, and the relationships between the sets. In static contexts, such as print media or infographics, it is necessary to capture this information without the help of interactions. With this in mind, we consider three different systems for medium-sized set data, LineSets, EulerView, and MetroSets, and report the results of a controlled human-subjects experiment comparing their effectiveness. Specifically, we evaluate the performance, in terms of time and error, on tasks that cover the spectrum of static set-based tasks. We also collect and analyze qualitative data about the three different visualization systems. Our results include statistically significant differences, suggesting that MetroSets performs and scales better.","1941-0506","","10.1109/TVCG.2021.3074615","NSF(grant numbers:CCF-1740858,CCF-1712119,DMS-1839274); Vienna Science and Technology Fund (WWTF)(grant numbers:ICT19-035); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9418624","set visualization;usability study;quantitative evaluation","Task analysis;Data visualization;Social networking (online);Transmission line matrix methods;Shape;Bipartite graph;Taxonomy","data visualisation;directed graphs;set theory;statistical analysis","genres;underlying set system;set elements;static contexts;print media;medium-sized set data;controlled human-subjects;static set-based tasks;qualitative data;different visualization systems;readability;abstract set visualizations;set systems;social networks;musicians","","1","","50","IEEE","29 Apr 2021","","","IEEE","IEEE Journals"
"Once Upon A Time In Visualization: Understanding the Use of Textual Narratives for Causality","A. Choudhry; M. Sharma; P. Chundury; T. Kapler; D. W. S. Gray; N. Ramakrishnan; N. Elmqvist","Virginia Tech, Arlington, VA, USA; Virginia Tech, Arlington, VA, USA; University of Maryland, College Park, MD, USA; Uncharted Software, Toronto, Canada; Uncharted Software, Toronto, Canada; Virginia Tech, Arlington, VA, USA; University of Maryland, College Park, MD, USA","IEEE Transactions on Visualization and Computer Graphics","28 Jan 2021","2021","27","2","1332","1342","Causality visualization can help people understand temporal chains of events, such as messages sent in a distributed system, cause and effect in a historical conflict, or the interplay between political actors over time. However, as the scale and complexity of these event sequences grows, even these visualizations can become overwhelming to use. In this paper, we propose the use of textual narratives as a data-driven storytelling method to augment causality visualization. We first propose a design space for how textual narratives can be used to describe causal data. We then present results from a crowdsourced user study where participants were asked to recover causality information from two causality visualizations-causal graphs and Hasse diagrams-with and without an associated textual narrative. Finally, we describe Causeworks, a causality visualization system for understanding how specific interventions influence a causal model. The system incorporates an automatic textual narrative mechanism based on our design space. We validate Causeworks through interviews with experts who used the system for understanding complex events.","1941-0506","","10.1109/TVCG.2020.3030358","Defense Advanced Research Projects Agency (DARPA)(grant numbers:FA8650-17-C-7720); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9222357","Causality visualization;natural language generation;data-driven storytelling;temporal data;quantitative studies","Data visualization;Visualization;Natural languages;Pipelines;Task analysis;Correlation;Tools","causality;data visualisation;graph theory;social networking (online)","textual narratives;distributed system;event sequences;data-driven storytelling method;design space;causal data;causality information;causality visualizations-causal graphs;causality visualization system;automatic textual narrative mechanism;complex events","","1","","68","IEEE","13 Oct 2020","","","IEEE","IEEE Journals"
"Output-Sensitive Avatar Representations for Immersive Telepresence","A. Kreskowski; S. Beck; B. Froehlich","Virtual Reality and Visualization Research Group, Bauhaus-Universitt Weimar, 26597 Weimar, Thuringia, Germany, 99423 (e-mail: adrian.kreskowski@uni-weimar.de); Virtual Reality Systems Group, Bauhaus-Universitt Weimar, Weimar, Thringen, Germany, (e-mail: stephan.beck@uni-weimar.de); Faculty of Media, Bauhaus-Universitaet Weimar, Weimar, Thuringia, Germany, 99423 (e-mail: bernd.froehlich@uni-weimar.de)","IEEE Transactions on Visualization and Computer Graphics","","2020","PP","99","1","1","In this paper, we propose a system design and implementation for output-sensitive reconstruction, transmission and rendering of 3D video avatars in distributed virtual environments. In our immersive telepresence system, users are captured by multiple RGBD sensors connected to a server that performs geometry reconstruction based on viewing feedback from remote telepresence parties. This feedback and reconstruction loop enables visibility-aware level-of-detail reconstruction of video avatars regarding geometry and texture data, and considers individual and groups of collocated users. Our evaluation reveals that our approach leads to a significant reduction of reconstruction times, network bandwidth requirements and round-trip times as well as rendering costs in many situations.","1941-0506","","10.1109/TVCG.2020.3037360","Thringer Ministerium fr Wirtschaft Wissenschaft und Digitale Gesellschaft(grant numbers:5575/10-5 (MetaReal)); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9257094","Immersive telepresence;avatars;output-sensitive rendering;distributed virtual environments","Three-dimensional displays;Avatars;Telepresence;Rendering (computer graphics);Streaming media;Geometry;Image reconstruction","","","","1","","","IEEE","11 Nov 2020","","","IEEE","IEEE Early Access Articles"
"Popup-Plots: Warping Temporal Data Visualization","J. Schmidt; D. Fleischmann; B. Preim; N. Brändle; G. Mistelbauer","AIT Austrian Institute of Technology, Vienna, Austria; Stanford University, Stanford, CA; Otto-von-Guericke University, Magdeburg, Germany; AIT Austrian Institute of Technology, Vienna, Austria; Otto-von-Guericke University, Magdeburg, Germany","IEEE Transactions on Visualization and Computer Graphics","27 May 2019","2019","25","7","2443","2457","Temporal data visualization is used to analyze dependent variables that vary over time, with time being an independent variable. Visualizing temporal data is inherently difficult, due to the many aspects that need to be communicated to the users (e.g., time and variable changes). This is an important topic in visualization, and a wide range of visualization techniques dealing with different tasks have already been designed. In this paper we propose popup-plots, a novel concept where the common interaction of 3D rotation is used to navigate through the data. This allows the users to view the data from different perspectives without having to learn and adapt to new interaction concepts. Popup-plots are therefore a novel method for visualizing and interacting with dependent variables over time. We extend 2D plots with the temporal information by bending the space according to the time. The bending is calculated based on a spherical coordinates approach, which is continuously influenced by the viewing direction towards the plot. Hence, the plot can be viewed from various angles with seamless transitions in between, offering the possibility to analyze different aspects of the represented data. As the current viewing direction is inherently depicted by the shape of the data, the users are able to deduce which part of the data is currently viewed. The temporal information is encoded into the visualization itself, resembling annual rings of a tree. We demonstrate our method by applying it to data from two different domains, comprising measurements at spatial positions over time, and we also evaluated the usability of our solution.","1941-0506","","10.1109/TVCG.2018.2841385","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8368315","Temporal data;time-dependent visualization;3D plots;ellipsoidal coordinate system","Data visualization;Three-dimensional displays;Two dimensional displays;Temperature measurement;Time measurement;Layout","data visualisation","popup-plots;temporal data visualization;dependent variables;interaction concepts;3D rotation;spherical coordinates","","1","","55","IEEE","29 May 2018","","","IEEE","IEEE Journals"
"PyramidTags: Context-, Time- and Word Order-Aware Tag Maps to Explore Large Document Collections","J. Knittel; S. Koch; T. Ertl","Institute of Visualization and Interactive Systems, University of Stuttgart, Stuttgart, Germany; Institute of Visualization and Interactive Systems, University of Stuttgart, Stuttgart, Germany; Institute of Visualization and Interactive Systems, University of Stuttgart, Stuttgart, Germany","IEEE Transactions on Visualization and Computer Graphics","26 Oct 2021","2021","27","12","4455","4468","It is difficult to explore large text collections if no or little information is available on the contained documents. Hence, starting analytic tasks on such corpora is challenging for many stakeholders from various domains. As a remedy, recent visualization research suggests to use visual spatializations of representative text documents or tags to explore text collections. With PyramidTags, we introduce a novel approach for summarizing large text collections visually. In contrast to previous work, PyramidTags in particular aims at creating an improved representation that incorporates both temporal evolution and semantic relationship of visualized tags within the summarized document collection. As a result, it equips analysts with a visual starting point for interactive exploration to not only get an overview of the main terms and phrases of the corpus, but also to grasp important ideas and stories. Analysts can hover and select multiple tags to explore relationships and retrieve the most relevant documents. In this work, we apply PyramidTags to hundreds of thousands of web-crawled news reports. Our benchmarks suggest that PyramidTags creates time- and context-aware layouts, while preserving the inherent word order of important pairs.","1941-0506","","10.1109/TVCG.2020.3010095","German Science Foundation DFG(grant numbers:392087235); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9143452","Visual analytics;information retrieval;text analysis;layout","Tag clouds;Layout;Data visualization;Text mining;Semantics","","","","1","","57","IEEE","17 Jul 2020","","","IEEE","IEEE Journals"
"Quality of Service Impact on Edge Physics Simulations for VR","S. Friston; E. Griffith; D. Swapp; C. Lrondi; F. Jjunju; R. Ward; A. Marshall; A. Steed",Department of Computer ScienceUniversity College London; Department of Electrical Engineering and ElectronicsUniversity of Liverpool; Department of Computer ScienceUniversity College London; Department of Electrical Engineering and ElectronicsUniversity of Liverpool; Department of Electrical Engineering and ElectronicsUniversity of Liverpool; Department of Electrical Engineering and ElectronicsUniversity of Liverpool; Department of Electrical Engineering and ElectronicsUniversity of Liverpool; Department of Computer ScienceUniversity College London,"IEEE Transactions on Visualization and Computer Graphics","16 Apr 2021","2021","27","5","2691","2701","Mobile HMDs must sacrifice compute performance to achieve ergonomic and power requirements for extended use. Consequently, applications must either reduce rendering and simulation complexity - along with the richness of the experience - or offload complexity to a server. Within the context of edge-computing, a popular way to do this is through render streaming. Render streaming has been demonstrated for desktops and consoles. It has also been explored for HMDs. However, the latency requirements of head tracking make this application much more challenging. While mobile GPUs are not yet as capable as their desktop counterparts, we note that they are becoming more powerful and efficient. With the hard requirements of VR, it is worth continuing to investigate what schemes could optimally balance load, latency and quality. We propose an alternative we call edge-physics: streaming at the scene-graph level from a simulation running on edge-resources, analogous to cluster rendering. Scene streaming is not only straightforward, but compute and bandwidth efficient. The most demanding loops run locally. Jobs that hit the power-wall of mobile CPUs are off-loaded, while improving GPUs are leveraged, maximising compute utilisation. In this paper we create a prototypical implementation and evaluate its potential in terms of fidelity, bandwidth and performance. We show that an effective system which maintains high consistencies on typical edge-links can be easily built, but that some traditional concepts are not applicable, and a better understanding of the perception of motion is required to evaluate such a system comprehensively.","1941-0506","","10.1109/TVCG.2021.3067757","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9382921","virtual reality;streaming;edge-computing","Streaming media;Physics;Bandwidth;Quality of service;Servers;Visualization;Rendering (computer graphics)","graph theory;graphics processing units;mobile computing;power aware computing;rendering (computer graphics);virtual reality","edge physics simulations;VR;mobile HMDs;power requirements;offload complexity;edge-computing;render streaming;latency requirements;head tracking;mobile GPUs;desktop counterparts;hard requirements;scene-graph level;edge-resources;cluster rendering;scene streaming;power-wall;mobile CPUs;typical edge-links;quality of service impact;simulation complexity;motion perception","","1","","55","IEEE","22 Mar 2021","","","IEEE","IEEE Journals"
"Real-Time External Labeling of Ghosted Views","L. Čmolík; J. Bittner","Czech Technical University in Prague, Prague 6, Czech Republic; Czech Technical University in Prague, Prague 6, Czech Republic","IEEE Transactions on Visualization and Computer Graphics","27 May 2019","2019","25","7","2458","2470","We present a new algorithm for calculating the external labeling of ghosted views of moderately complex 3D models. The algorithm uses multiple criteria decision making, based on fuzzy logic, to optimize positions of the labels associated with different parts of the input model. The proposed method can be used with various existing algorithms for creating ghosted views from 3D models. The method operates in real-time, which allows the user to acquire a good understanding of the structure of the input model by studying the model and its labels from different viewpoints. We have conducted a user study to evaluate label layouts produced by our algorithm and those created by humans. The results show that the proposed method can significantly improve user understanding of labeled ghosted views of complicated 3D models, and its label layouts are comparable with label layouts created by humans.","1941-0506","","10.1109/TVCG.2018.2833479","MSMT(grant numbers:7AMB17AT021); MOBILITY(grant numbers:MSMT-539/2017-1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8355684","External labeling;ghosted views;illustrative visualization;empirical evaluation;visualization for the masses","Labeling;Three-dimensional displays;Solid modeling;Layout;Real-time systems;Computational modeling;Rendering (computer graphics)","data visualisation;decision making;fuzzy logic;stereo image processing","fuzzy logic;label layouts;labeled ghosted views;complicated 3D models;multiple criteria decision making;complex 3D models;real time external labeling","","1","","40","IEEE","7 May 2018","","","IEEE","IEEE Journals"
"Refocusable Gigapixel Panoramas for Immersive VR Experiences","W. Lyu; P. Ding; Y. Zhang; A. Chen; M. Wu; S. Yin; J. Yu","VRVC Lab, ShanghaiTech University, Pudong, China; VRVC Lab, ShanghaiTech University, Pudong, China; VRVC Lab, ShanghaiTech University, Pudong, China; VRVC Lab, ShanghaiTech University, Pudong, China; VRVC Lab, ShanghaiTech University, Pudong, China; LION Lab, ShanghaiTech University, Pudong, China; VRVC Lab, ShanghaiTech University, Pudong, China","IEEE Transactions on Visualization and Computer Graphics","28 Jan 2021","2021","27","3","2028","2040","There have been significant advances in capturing gigapixel panoramas (GPP). However, solutions for viewing GPPs on head-mounted displays (HMDs) are lagging: an immersive experience requires ultra-fast rendering while directly loading a GPP onto the GPU is infeasible due to limited texture memory capacity. In this paper, we present a novel out-of-core rendering technique that supports not only classic panning, tilting, and zooming but also dynamic refocusing for viewing a GPP on HMD. Inspired by the network package transmission mechanisms in distributed visualization, our approach employs hierarchical image tiling and on-demand data updates across the main and the GPU memory. We further present a multi-resolution rendering scheme and a refocused light field rendering technique based on RGBD GPPs with minimal memory overhead. Comprehensive experiments demonstrate that our technique is highly efficient and reliable, able to achieve ultra-high frame rates (> 50 fps) even on low-end GPUs. With an embedded gaze tracker, our technique enables immersive panorama viewing experiences with unprecedented resolutions, field-of-view, and focus variations while maintaining smooth spatial, angular, and focal transitions.","1941-0506","","10.1109/TVCG.2019.2940444","Science and Technology Commission of Shanghai Municipality(grant numbers:17XD1402900,17JC1403800,17511108201,17511105805,2015F0203-000-06); SHMEC(grant numbers:2019-01-07-00-01-E00003); Shanghai Municipal Commission of Economy and Informatization(grant numbers:2018-RGZN-01011); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8827949","Gigapixel panoramas;dynamic refocusing;memory management;I/O scheduling;virtual reality","Rendering (computer graphics);Cameras;Headphones;Graphics processing units;Image resolution;Resists;Engines","data visualisation;helmet mounted displays;image resolution;image texture;rendering (computer graphics);virtual reality","head-mounted displays;HMD;immersive experience;GPP;texture memory capacity;out-of-core rendering technique;classic panning;dynamic refocusing;network package transmission mechanisms;distributed visualization;hierarchical image tiling;on-demand data updates;GPU memory;multiresolution rendering scheme;refocused light field;minimal memory;comprehensive experiments;ultra-high frame rates;immersive panorama;field-of-view;refocusable gigapixel panoramas;immersive VR experiences;RGBD GPP","","1","","57","IEEE","10 Sep 2019","","","IEEE","IEEE Journals"
"Scalable Mesh Refinement for Canonical Polygonal Schemas of Extremely High Genus Shapes","M. Livesu","CNR IMATI, Genova, Liguria, Italy","IEEE Transactions on Visualization and Computer Graphics","24 Nov 2020","2021","27","1","254","260","Any closed manifold of genus g can be cut open to form a topological disk and then mapped to a regular polygon with 4g sides. This construction is called the canonical polygonal schema of the manifold, and is a key ingredient for many applications in graphics and engineering, where a parameterization between two shapes with same topology is often needed. The sides of the 4g-gon define on the manifold a system of loops, which all intersect at a single point and are disjoint elsewhere. Computing a shortest system of loops of this kind is NP-hard. A computationally tractable alternative consists of computing a set of shortest loops that are not fully disjoint in polynomial time using the greedy homotopy basis algorithm proposed by Erickson and Whittlesey and then detach them in post processing via mesh refinement. Despite this operation is conceptually simple, known refinement strategies do not scale well for high genus shapes, triggering a mesh growth that may exceed the amount of memory available in modern computers, leading to failures. In this article we study various local refinement operators to detach cycles in a system of loops, and show that there are important differences between them, both in terms of mesh complexity and preservation of the original surface. We ultimately propose two novel refinement approaches: the former greatly reduces the number of new elements in the mesh, possibly at the cost of a deviation from the input geometry. The latter allows to trade mesh complexity for geometric accuracy, bounding deviation from the input surface. Both strategies are trivial to implement, and experiments confirm that they allow to realize canonical polygonal schemas even for extremely high genus shapes where previous methods fail.","1941-0506","","10.1109/TVCG.2020.3010736","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9145719","Topology;polygonal schema;cut graph;homology;homotopy","Manifolds;Shape;Basis algorithms;Geometry;Complexity theory;Topology;Robustness","computational complexity;computational geometry;geometry;mesh generation;polynomials;solid modelling","greedy homotopy basis algorithm;mesh growth;local refinement operators;mesh complexity;canonical polygonal schema;scalable mesh refinement;polygonal schemas;topological disk;genus shapes","","1","","24","IEEE","21 Jul 2020","","","IEEE","IEEE Journals"
"Scalable Topological Data Analysis and Visualization for Evaluating Data-Driven Models in Scientific Applications","S. Liu; D. Wang; D. Maljovec; R. Anirudh; J. J. Thiagarajan; S. A. Jacobs; B. C. Van Essen; D. Hysom; J. -S. Yeom; J. Gaffney; L. Peterson; P. B. Robinson; H. Bhatia; V. Pascucci; B. K. Spears; P. -T. Bremer","Lawrence Livermore National Laboratory; SCI Institute, University of Utah; SCI Institute, University of Utah; Lawrence Livermore National Laboratory; Lawrence Livermore National Laboratory; Lawrence Livermore National Laboratory; Lawrence Livermore National Laboratory; Lawrence Livermore National Laboratory; Lawrence Livermore National Laboratory; Lawrence Livermore National Laboratory; Lawrence Livermore National Laboratory; Lawrence Livermore National Laboratory; Lawrence Livermore National Laboratory; SCI Institute, University of Utah; Lawrence Livermore National Laboratory; Lawrence Livermore National Laboratory","IEEE Transactions on Visualization and Computer Graphics","25 Nov 2019","2020","26","1","291","300","With the rapid adoption of machine learning techniques for large-scale applications in science and engineering comes the convergence of two grand challenges in visualization. First, the utilization of black box models (e.g., deep neural networks) calls for advanced techniques in exploring and interpreting model behaviors. Second, the rapid growth in computing has produced enormous datasets that require techniques that can handle millions or more samples. Although some solutions to these interpretability challenges have been proposed, they typically do not scale beyond thousands of samples, nor do they provide the high-level intuition scientists are looking for. Here, we present the first scalable solution to explore and analyze high-dimensional functions often encountered in the scientific data analysis pipeline. By combining a new streaming neighborhood graph construction, the corresponding topology computation, and a novel data aggregation scheme, namely topology aware datacubes, we enable interactive exploration of both the topological and the geometric aspect of high-dimensional data. Following two use cases from high-energy-density (HED) physics and computational biology, we demonstrate how these capabilities have led to crucial new insights in both applications.","1941-0506","","10.1109/TVCG.2019.2934594","U.S. Department of Energy; Lawrence Livermore National Laboratory(grant numbers:DE-AC52-07NA27344); NSF(grant numbers:1602127); CGV(grant numbers:1314896); ACI(grant numbers:1649923); DOE/SciDAC(grant numbers:DESC0007446); PSAAP; CCMSC(grant numbers:DE-NA0002375); OAC(grant numbers:1842042); Intel Graphics and Visualization; Institutes of XeLLENCE program; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8820172","Model Evaluation;Deep Learning;High-Dimensional Space;Topological Data Analysis;Inertial Confinement Fusion","Computational modeling;Data visualization;Data analysis;Analytical models;Topology;Physics;Predictive models","biology computing;data aggregation;data analysis;data visualisation;graph theory;high energy physics instrumentation computing;learning (artificial intelligence);neural nets","black box models;deep neural networks;high-level intuition scientists;high-dimensional functions;scientific data analysis pipeline;topology computation;topology aware datacubes;interactive exploration;high-dimensional data;high-energy-density physics;computational biology;scalable topological data analysis;data-driven models;scientific applications;large-scale applications;data visualization;machine learning techniques;neighborhood graph construction;data aggregation scheme","","1","","38","IEEE","30 Aug 2019","","","IEEE","IEEE Journals"
"Sentifiers: Interpreting Vague Intent Modifiers in Visual Analysis using Word Co-occurrence and Sentiment Analysis","V. Setlur; A. Kumar",Tableau Software; Tableau Software,"2020 IEEE Visualization Conference (VIS)","1 Feb 2021","2020","","","216","220","Natural language interaction with data visualization tools often involves the use of vague subjective modifiers in utterances such as ""show me the sectors that are performing"" and ""where is a good neighborhood to buy a house?."" Interpreting these modifiers is often difficult for these tools because their meanings lack clear semantics and are in part defined by context and personal user preferences. This paper presents a system called Sentifiers that makes a first step in better understanding these vague predicates. The algorithm employs word co-occurrence and sentiment analysis to determine which data attributes and filters ranges to associate with the vague predicates. The provenance results from the algorithm are exposed to the user as interactive text that can be repaired and refined. We conduct a qualitative evaluation of the Sentifiers that indicates the usefulness of the interface as well as opportunities for better supporting subjective utterances in visual analysis tasks through natural language.","","978-1-7281-8014-4","10.1109/VIS47514.2020.00050","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9331269","vague and subjective modifiers;natural language interaction;sentiment analysis;visual analysis","Visualization;Sentiment analysis;Natural languages;Semantics;Data visualization;Tools;Task analysis","data visualisation;interactive systems;natural language processing;sentiment analysis;text analysis","word co-occurrence;sentiment analysis;data attributes;vague predicates;interactive text;Sentifiers;visual analysis tasks;vague intent modifiers;natural language interaction;data visualization tools;personal user preferences;subjective modifiers;subjective utterances","","1","","43","","1 Feb 2021","","","IEEE","IEEE Conferences"
"Shedding Light on Cast Shadows: An Investigation of Perceived Ground Contact in AR and VR","H. Adams; J. Stefanucci; S. H. Creem-Regehr; G. Pointon; W. B. Thompson; B. Bodenheimer","Electrical Engineering and Computer Science, Vanderbilt University, 5718 Nashville, Tennessee, United States, 37240-0002 (e-mail: haley.a.adams@vanderbilt.edu); Psychology, University of Utah, Salt Lake City, Utah, United States, 84112 (e-mail: jeanine.stefanucci@psych.utah.edu); Psychology, University of Utah, Salt Lake City, Utah, United States, (e-mail: sarah.creem@psych.utah.edu); Psychology, University of Utah, Salt Lake City, Utah, United States, (e-mail: grant.pointon@psych.utah.edu); Computer Science, University of Utah, Salt Lake City, Utah, United States, (e-mail: thompson@cs.utah.edu); Electrical Engineering and Computer Science, Vanderbilt University School of Engineering, 541729 Nashville, Tennessee, United States, (e-mail: bobbyb@vuse.vanderbilt.edu)","IEEE Transactions on Visualization and Computer Graphics","","2021","PP","99","1","1","Virtual objects in augmented reality (AR) often appear to float atop real world surfaces, which makes it difficult to determine where they are positioned in space. This is problematic as many applications for AR require accurate spatial perception. In the current study, we examine how the way we render cast shadows--which act as an important monocular depth cue for creating a sense of contact between an object and the surface beneath it--impacts spatial perception. Over two experiments, we evaluate people's sense of surface contact given both traditional and non-traditional shadow shading methods in optical see-through augmented reality (OST AR), video see-through augmented reality (VST AR), and virtual reality (VR) head-mounted displays. Our results provide evidence that nontraditional shading techniques for rendering shadows in AR displays may enhance the accuracy of one's perception of surface contact. This finding implies a possible tradeoff between photorealism and accuracy of depth perception, especially in OST AR displays. However, it also supports the use of more stylized graphics like non-traditional cast shadows to improve perception and interaction in AR applications.","1941-0506","","10.1109/TVCG.2021.3097978","Office of Naval Research(grant numbers:N00014-18-1-2964); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9490310","Augmented Reality;OST AR;VST AR;VR;Perception;Ground Contact;Shadows;Contrast","Visualization;Rendering (computer graphics);Optical imaging;Optical sensors;Lighting;Layout;Image color analysis","","","","1","","","IEEE","19 Jul 2021","","","IEEE","IEEE Early Access Articles"
"SineStream: Improving the Readability of Streamgraphs by Minimizing Sine Illusion Effects","C. Bu; Q. Zhang; Q. Wang; J. Zhang; M. Sedlmair; O. Deussen; Y. Wang","Shandong University, Qingdao, China; Shandong University, Qingdao, China; HongKong University of Science and Technology, Hong Kong, China; CNIC, CAS; VISUS, University of Stuttgart, Germany; SIAT, Konstanz University, Germany and Shenzhen VisuCA Key Lab, China; Shandong University, Qingdao, China","IEEE Transactions on Visualization and Computer Graphics","28 Jan 2021","2021","27","2","1634","1643","In this paper, we propose SineStream, a new variant of streamgraphs that improves their readability by minimizing sine illusion effects. Such effects reflect the tendency of humans to take the orthogonal rather than the vertical distance between two curves as their distance. In SineStream, we connect the readability of streamgraphs with minimizing sine illusions and by doing so provide a perceptual foundation for their design. As the geometry of a streamgraph is controlled by its baseline (the bottom-most curve) and the ordering of the layers, we re-interpret baseline computation and layer ordering algorithms in terms of reducing sine illusion effects. For baseline computation, we improve previous methods by introducing a Gaussian weight to penalize layers with large thickness changes. For layer ordering, three design requirements are proposed and implemented through a hierarchical clustering algorithm. Quantitative experiments and user studies demonstrate that SineStream improves the readability and aesthetics of streamgraphs compared to state-of-the-art methods.","1941-0506","","10.1109/TVCG.2020.3030404","National Natural Science Foundation of China(grant numbers:61772315,61861136012); Deutsche Forschungsgemeinschaft(grant numbers:DE 620/26-1); TRR 161 Quantitative methods for visual computing(grant numbers:251654672); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9222035","Streamgraphs;Sine Illusion;Readability","Distortion;Optimization;Task analysis;Visualization;Distortion measurement;Clustering algorithms;Motion pictures","data analysis;data visualisation;Gaussian processes;graph theory;pattern clustering","readability;streamgraph;baseline computation;layer ordering;sine illusion effects;SineStream;hierarchical clustering algorithm","","1","","35","IEEE","13 Oct 2020","","","IEEE","IEEE Journals"
