"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Dynamic Visualization of Coexpression in Systems Genetics Data","J. New; W. Kendall; J. Huang; E. Chesler","University of Tennesee, Knoxville; University of Tennessee, Knoxville; University of Tennesee, Knoxville; Oak Ridge National Lab, Oak Ridge","IEEE Transactions on Visualization and Computer Graphics","15 Jul 2008","2008","14","5","1081","1095","Biologists hope to address grand scientific challenges by exploring the abundance of data made available through modern microarray technology and other high-throughput techniques. The impact of this data, however, is limited unless researchers can effectively assimilate such complex information and integrate it into their daily research; interactive visualization tools are called for to support the effort. Specifically, typical studies of gene co-expression require novel visualization tools that enable the dynamic formulation and fine-tuning of hypotheses to aid the process of evaluating sensitivity of key parameters. These tools should allow biologists to develop an intuitive understanding of the structure of biological networks and discover genes residing in critical positions in networks and pathways. By using a graph as a universal representation of correlation in gene expression, our system employs several techniques that when used in an integrated manner provide innovative analytical capabilities. Our tool for interacting with gene co-expression data integrates techniques such as: graph layout, qualitative subgraph extraction through a novel 2D user interface, quantitative subgraph extraction using graph-theoretic algorithms or by compound queries, dynamic level-of-detail abstraction, and template-based fuzzy classification. We demonstrate our system using a real-world workflow from a large-scale, systems genetics study of mammalian gene coexpression.","1941-0506","","10.1109/TVCG.2008.61","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4492772","Applications;Multivariate visualization;Visualization systems and software;Applications;Multivariate visualization;Visualization systems and software","Data visualization;Genetics;Gene expression;Organisms;Bioinformatics;Data mining;Proteins;DNA;Sequences;Genomics","biology computing;data visualisation;fuzzy set theory;genetics;graph theory;interactive systems;pattern classification;user interfaces","dynamic genetic coexpression data visualization;microarray technology;interactive visualization tool;biological network structure;graph layout;qualitative subgraph extraction;2D user interface;quantitative subgraph extraction;graph-theoretic algorithm;compound query;dynamic level-of-detail abstraction;template-based fuzzy classification;mammalian gene coexpression;bioinformatics visualization","Computer Graphics;Computer Simulation;Database Management Systems;Databases, Genetic;Gene Expression Profiling;Models, Biological;Proteome;Signal Transduction;User-Computer Interface","4","","42","","10 Jun 2008","","","IEEE","IEEE Journals"
"GLoG: Laplacian of Gaussian for Spatial Pattern Detection in Spatio-Temporal Data","L. G. Nonato; F. P. do Carmo; C. T. Silva","University of São Paulo, São Paulo, Brazil; Federal University of Espírito Santo, Espírito Santo, Brazil; New York University, New York, NY, USA","IEEE Transactions on Visualization and Computer Graphics","30 Jun 2021","2021","27","8","3481","3492","Boundary detection has long been a fundamental tool for image processing and computer vision, supporting the analysis of static and time-varying data. In this work, we built upon the theory of Graph Signal Processing to propose a novel boundary detection filter in the context of graphs, having as main application scenario the visual analysis of spatio-temporal data. More specifically, we propose the equivalent for graphs of the so-called Laplacian of Gaussian edge detection filter, which is widely used in image processing. The proposed filter is able to reveal interesting spatial patterns while still enabling the definition of entropy of time slices. The entropy reveals the degree of randomness of a time slice, helping users to identify expected and unexpected phenomena over time. The effectiveness of our approach appears in applications involving synthetic and real data sets, which show that the proposed methodology is able to uncover interesting spatial and temporal phenomena. The provided examples and case studies make clear the usefulness of our approach as a mechanism to support visual analytic tasks involving spatio-temporal data.","1941-0506","","10.1109/TVCG.2020.2978847","CNPq-Brazil(grant numbers:302643/2013-3); Fundação de Amparo à Pesquisa do Estado de São Paulo(grant numbers:2016/04391-2,2014/12236-1,2013/07375-0); Moore-Sloan Data Science Environment; National Aeronautics and Space Administration; National Science Foundation(grant numbers:CNS-1229185,CCF-1533564,CNS-1544753,CNS-1730396,CNS-1828576,CNS-1626098); NVIDIA NVAIL; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9026910","Data filtering;data transformation;feature detection","Feature extraction;Entropy;Visualization;Laplace equations;Tools;Data visualization;Data mining","computer vision;data analysis;data visualisation;edge detection;entropy;graph theory;spatiotemporal phenomena","real data sets;interesting spatial phenomena;temporal phenomena;spatio-temporal data;spatial pattern detection;image processing;time-varying;Graph Signal Processing;boundary detection filter;main application scenario;visual analysis;interesting spatial patterns;time slice;synthetic data sets","","4","","45","IEEE","6 Mar 2020","","","IEEE","IEEE Journals"
"How Does Visualization Help People Learn Deep Learning? Evaluating GAN Lab with Observational Study and Log Analysis","M. Kahng; D. H. P. Chau",Oregon State University; Georgia Institute of Technology,"2020 IEEE Visualization Conference (VIS)","1 Feb 2021","2020","","","266","270","While a rapidly growing number of people want to learn artificial intelligence (AI) and deep learning, the increasing complexity of such models poses significant learning barriers. Recently, interactive visualizations, such as TensorFlow Playground and GAN Lab, have demonstrated success in lowering these barriers. However, there has been little work in evaluating these tools with human subjects. This paper presents two studies on evaluating GAN Lab, an interactive tool designed to help people learn how Generated Adversarial Networks (GANs) work. First, through an observational study, we investigate how the tool is used and what users learn from their usage. Second, we conduct a log analysis of the deployed tool to investigate how its visitors engage with GAN Lab. Based on the studies and our experience in developing and successfully deploying the tool, we provide design considerations and discuss further evaluation challenges for interactive educational tools for deep learning.","","978-1-7281-8014-4","10.1109/VIS47514.2020.00060","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9331260","Human-centered computing;Visualization;Visualization design and evaluation methods","Deep learning;Visualization;Design methodology;Learning (artificial intelligence);Tools;Generative adversarial networks;Gallium nitride","computer aided instruction;data visualisation;deep learning (artificial intelligence);interactive systems;neural nets","GAN Lab;evaluation challenges;interactive educational tools;deep learning;log analysis;artificial intelligence;interactive visualizations;interactive tool;GANs;generated adversarial networks;TensorFlow Playground;observational study","","4","","23","","1 Feb 2021","","","IEEE","IEEE Conferences"
"Interactive Metro Map Editing","Y. Wang; W. Peng","Department of Computer Science, National Chiao Tung University, Taiwan; Department of Computer Science, National Chiao Tung University, Taiwan","IEEE Transactions on Visualization and Computer Graphics","29 Dec 2015","2016","22","2","1115","1126","Manual editing of a metro map is essential because many aesthetic and readability demands in map generation cannot be achieved by using a fully automatic method. In addition, a metro map should be updated when new metro lines are developed in a city. Considering that manually designing a metro map is time-consuming and requires expert skills, we present an interactive editing system that considers human knowledge and adjusts the layout to make it consistent with user expectations. In other words, only a few stations are controlled and the remaining stations are relocated by our system. Our system supports both curvilinear and octilinear layouts when creating metro maps. It solves an optimization problem, in which even spaces, route straightness, and maximum included angles at junctions are considered to obtain a curvilinear result. The system then rotates each edge to extend either vertically, horizontally, or diagonally while approximating the station positions provided by users to generate an octilinear layout. Experimental results, quantitative and qualitative evaluations, and user studies show that our editing system is easy to use and allows even non-professionals to design a metro map.","1941-0506","","10.1109/TVCG.2015.2430290","National Science Council(grant numbers:101-2628-E-009-020-MY3,100-2628-E-006-031-MY3,100-2221-E-006-188-MY3); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7102775","Metro Map;Interactive editing;octilinear;least squares optimization;Metro map;interactive editing;octilinear;least squares optimization","Optimization;Junctions;Visualization;Linear programming;Topology;Urban areas","cartography;graph theory;least squares approximations;optimisation;railways","interactive metro map editing;manual metro map editing;map generation;expert skills;interactive editing system;human knowledge;curvilinear layouts;octilinear layouts;route straightness","","4","","20","IEEE","6 May 2015","","","IEEE","IEEE Journals"
"Learning on 3D Meshes With Laplacian Encoding and Pooling","Y. -L. Qiao; L. Gao; J. Yang; P. L. Rosin; Y. -K. Lai; X. Chen","Beijing Key Laboratory of Mobile Computing and Pervasive Device, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; Department of Computer Science, University of Maryland, College Park, MD, USA; Department of Computer Science, University of Maryland, College Park, MD, USA; Beijing Key Laboratory of Mobile Computing and Pervasive Device, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; Beijing Key Laboratory of Mobile Computing and Pervasive Device, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China","IEEE Transactions on Visualization and Computer Graphics","30 Dec 2021","2022","28","2","1317","1327","3D models are commonly used in computer vision and graphics. With the wider availability of mesh data, an efficient and intrinsic deep learning approach to processing 3D meshes is in great need. Unlike images, 3D meshes have irregular connectivity, requiring careful design to capture relations in the data. To utilize the topology information while staying robust under different triangulations, we propose to encode mesh connectivity using Laplacian spectral analysis, along with mesh feature aggregation blocks (MFABs) that can split the surface domain into local pooling patches and aggregate global information amongst them. We build a mesh hierarchy from fine to coarse using Laplacian spectral clustering, which is flexible under isometric transformations. Inside the MFABs there are pooling layers to collect local information and multi-layer perceptrons to compute vertex features of increasing complexity. To obtain the relationships among different clusters, we introduce a Correlation Net to compute a correlation matrix, which can aggregate the features globally by matrix multiplication with cluster features. Our network architecture is flexible enough to be used on meshes with different numbers of vertices. We conduct several experiments including shape segmentation and classification, and our method outperforms state-of-the-art algorithms for these tasks on the ShapeNet and COSEG datasets.","1941-0506","","10.1109/TVCG.2020.3014449","National Natural Science Foundation of China(grant numbers:61872440,61828204); Beijing Municipal Natural Science Foundation(grant numbers:L182016); Royal Society Newton Advanced Fellowship(grant numbers:NAF\R2\192151); Youth Innovation Promotion Association of the Chinese Academy of Sciences; National Laboratory of Pattern Recognition(grant numbers:201900055); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9159927","Mesh processing;segmentation;laplacian;deep learning","Three-dimensional displays;Laplace equations;Shape;Correlation;Machine learning;Topology;Computational modeling","belief networks;computational geometry;computer graphics;computer vision;feature extraction;graph theory;image coding;image recognition;image representation;image segmentation;learning (artificial intelligence);mesh generation;multilayer perceptrons;object recognition;pattern clustering;solid modelling;spectral analysis","cluster features;computer vision;wider availability;mesh data;efficient learning approach;intrinsic deep learning approach;irregular connectivity;topology information;different triangulations;mesh connectivity;Laplacian spectral analysis;mesh feature aggregation blocks;MFABs;local pooling patches;aggregate global information;mesh hierarchy;coarse using Laplacian spectral clustering;local information;vertex features","","4","","61","IEEE","5 Aug 2020","","","IEEE","IEEE Journals"
"Localized Topological Simplification of Scalar Data","J. Lukasczyk; C. Garth; R. Maciejewski; J. Tierny","Arizona State University; Technische Universitat Kaiserslautern; Arizona State University; Sorbonne Universite, CNRS","IEEE Transactions on Visualization and Computer Graphics","28 Jan 2021","2021","27","2","572","582","This paper describes a localized algorithm for the topological simplification of scalar data, an essential pre-processing step of topological data analysis (TDA). Given a scalar field f and a selection of extrema to preserve, the proposed localized topological simplification (LTS) derives a function g that is close to f and only exhibits the selected set of extrema. Specifically, suband superlevel set components associated with undesired extrema are first locally flattened and then correctly embedded into the global scalar field, such that these regions are guaranteed-from a combinatorial perspective-to no longer contain any undesired extrema. In contrast to previous global approaches, LTS only and independently processes regions of the domain that actually need to be simplified, which already results in a noticeable speedup. Moreover, due to the localized nature of the algorithm, LTS can utilize shared-memory parallelism to simplify regions simultaneously with a high parallel efficiency (70%). Hence, LTS significantly improves interactivity for the exploration of simplification parameters and their effect on subsequent topological analysis. For such exploration tasks, LTS brings the overall execution time of a plethora of TDA pipelines from minutes down to seconds, with an average observed speedup over state-of-the-art techniques of up to ×36. Furthermore, in the special case where preserved extrema are selected based on topological persistence, an adapted version of LTS partially computes the persistence diagram and simultaneously simplifies features below a predefined persistence threshold. The effectiveness of LTS, its parallel efficiency, and its resulting benefits for TDA are demonstrated on several simulated and acquired datasets from different application domains, including physics, chemistry, and biomedical imaging.","1941-0506","","10.1109/TVCG.2020.3030353","U.S. Department of Homeland Security(grant numbers:2017-ST-061-QA0001,17STQAC00001-03-03); National Science Foundation Program(grant numbers:1350573); European Commission(grant numbers:ERC-2019-COG); “TORI”(grant numbers:863464); German research foundation (DFG)(grant numbers:2057); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9222093","Topological data analysis;scalar data;simplification;feature extraction;parallel computing","Computational modeling;Parallel processing;Data visualization;Data analysis;Atmospheric measurements;Particle measurements;Topology","computational geometry;data analysis;data visualisation;graph theory;parallel algorithms","localized topological simplification;scalar data;localized algorithm;topological data analysis;topological analysis;shared memory parallelism;parallel computing;visualization tasks","","4","","60","IEEE","13 Oct 2020","","","IEEE","IEEE Journals"
"O-buffer: a framework for sample-based graphics","H. Qu; A. E. Kaufman","Dept. of Comput. Sci., Stony Brook Univ., NY, USA; Dept. of Comput. Sci., Stony Brook Univ., NY, USA","IEEE Transactions on Visualization and Computer Graphics","18 May 2004","2004","10","4","410","421","We present an innovative modeling and rendering primitive, called the O-buffer, as a framework for sample-based graphics. The 2D or 3D O-buffer is, in essence, a conventional image or a volume, respectively, except that samples are not restricted to a regular grid. A sample position in the O-buffer is recorded as an offset to the nearest grid point of a regular base grid (hence the name O-buffer). The O-buffer can greatly improve the expressive power of images and volumes. Image quality can be improved by storing more spatial information with samples and by avoiding multiple resamplings. It can be exploited to represent and render unstructured primitives, such as points, particles, and curvilinear or irregular volumes. The O-buffer is therefore a unified representation for a variety of graphics primitives and supports mixing them in the same scene. It is a semiregular structure which lends itself to efficient construction and rendering. O-buffers may assume a variety of forms including 2D O-buffers, 3D O-buffers, uniform O-buffers, nonuniform O-buffers, adaptive O-buffers, layered-depth O-buffers, and O-buffer trees. We demonstrate the effectiveness of the O-buffer in a variety of applications, such as image-based rendering, point sample rendering, and volume rendering.","1941-0506","","10.1109/TVCG.2004.15","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1298798","Sample-based rendering;image-based rendering;hybrid rendering;irregular sampling;hierarchy;offset;frame buffer;layered depth image.","Rendering (computer graphics);Computer graphics;Buffer storage;Solid modeling;Image sampling;Image resolution;Layout;Pixel;Spatial resolution;Clouds","rendering (computer graphics);data structures;antialiasing","sample-based graphics;regular base grid;2D O-buffers;3D O-buffers;uniform O-buffers;nonuniform O-buffers;adaptive O-buffers;layered-depth O-buffers;O-buffer trees;image-based rendering;point sample rendering;volume rendering;hybrid rendering;frame buffer;antialiasing","Algorithms;Computer Graphics;Image Enhancement;Image Interpretation, Computer-Assisted;Imaging, Three-Dimensional;Pattern Recognition, Automated;Reproducibility of Results;Sensitivity and Specificity","4","1","22","","18 May 2004","","","IEEE","IEEE Journals"
"Preserving Command Line Workflow for a Package Management System Using ASCII DAG Visualization","K. E. Isaacs; T. Gamblin","University of Arizona, Tucson, AZ, USA; Lawrence Livermore National Laboratory, Livermore, CA, USA","IEEE Transactions on Visualization and Computer Graphics","30 Jul 2019","2019","25","9","2804","2820","Package managers provide ease of access to applications by removing the time-consuming and sometimes completely prohibitive barrier of successfully building, installing, and maintaining the software for a system. A package dependency contains dependencies between all packages required to build and run the target software. Package management system developers, package maintainers, and users may consult the dependency graph when a simple listing is insufficient for their analyses. However, users working in a remote command line environment must disrupt their workflow to visualize dependency graphs in graphical programs, possibly needing to move files between devices or incur forwarding lag. Such is the case for users of Spack, an open source package management system originally developed to ease the complex builds required by supercomputing environments. To preserve the command line workflow of Spack, we develop an interactive ASCII visualization for its dependency graphs. Through interviews with Spack maintainers, we identify user goals and corresponding visual tasks for dependency graphs. We evaluate the use of our visualization through a command line-centered study, comparing it to the system's two existing approaches. We observe that despite the limitations of the ASCII representation, our visualization is preferred by participants when approached from a command line interface workflow.","1941-0506","","10.1109/TVCG.2018.2859974","U.S. Department of Energy(grant numbers:DE-AC52-07NA27344,LLNL-JRNL-746358); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8419271","Software visualization;information visualization;command line interface","Layout;Tools;Visualization;Task analysis;Data visualization;Python","data visualisation;graph theory;interactive systems;public domain software;software maintenance;software management;software packages","command line interface workflow;ASCII DAG visualization;package maintainers;dependency graph;open source package management system;interactive ASCII visualization;Spack maintainers;graphical programs","","4","","54","IEEE","25 Jul 2018","","","IEEE","IEEE Journals"
"Scalability of Network Visualisation from a Cognitive Load Perspective","V. Yoghourdjian; Y. Yang; T. Dwyer; L. Lawrence; M. Wybrow; K. Marriott","Department of Human-Centred Computing, Faculty of Information Technology, Monash University, Melbourne, Australia; Department of Human-Centred Computing, Faculty of Information Technology, Monash University, Melbourne, Australia; Department of Human-Centred Computing, Faculty of Information Technology, Monash University, Melbourne, Australia; Faculty of Business and Economics, Monash University, Melbourne, Australia; Department of Human-Centred Computing, Faculty of Information Technology, Monash University, Melbourne, Australia; Department of Human-Centred Computing, Faculty of Information Technology, Monash University, Melbourne, Australia","IEEE Transactions on Visualization and Computer Graphics","28 Jan 2021","2021","27","2","1677","1687","Node-link diagrams are widely used to visualise networks. However, even the best network layout algorithms ultimately result in ‘hairball’ visualisations when the graph reaches a certain degree of complexity, requiring simplification through aggregation or interaction (such as filtering) to remain usable. Until now, there has been little data to indicate at what level of complexity node-link diagrams become ineffective or how visual complexity affects cognitive load. To this end, we conducted a controlled study to understand workload limits for a task that requires a detailed understanding of the network topology-finding the shortest path between two nodes. We tested performance on graphs with 25 to 175 nodes with varying density. We collected performance measures (accuracy and response time), subjective feedback, and physiological measures (EEG, pupil dilation, and heart rate variability). To the best of our knowledge this is the first network visualisation study to include physiological measures. Our results show that people have significant difficulty finding the shortest path in high density node-link diagrams with more than 50 nodes and even low density graphs with more than 100 nodes. From our collected EEG data we observe functional differences in brain activity between hard and easy tasks. We found that cognitive load increased up to certain level of difficulty after which it decreased, likely because participants had given up. We also explored the effects of global network layout features such as size or number of crossings, and features of the shortest path such as length or straightness on task difficulty. We found that global features generally had a greater impact than those of the shortest path.","1941-0506","","10.1109/TVCG.2020.3030459","Australian Research Council (ARC)(grant numbers:DP140100077); Harvard Physical Sciences and Engineering Accelerator Award; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9290431","Data Visualisation;Network Visualisation;Cognitive Load;EEG","Task analysis;Data visualization;Particle measurements;Atmospheric measurements;Electroencephalography;Visualization;Physiology","cognition;electroencephalography;feedback;medical signal processing;neural nets","network topology;heart rate variability;network visualisation;high density node-link diagrams;cognitive load perspective;network layout algorithms;complexity node-link diagrams;visual complexity;EEG;pupil dilation;brain activity","Algorithms;Cognition;Computer Graphics;Humans","4","","67","IEEE","10 Dec 2020","","","IEEE","IEEE Journals"
"The Effect of Edge Bundling and Seriation on Sensemaking of Biclusters in Bipartite Graphs","M. Sun; J. Zhao; H. Wu; K. Luther; C. North; N. Ramakrishnan","Department of Computer and Information Science, University of Massachusetts Dartmouth, North Dartmouth, MA, USA; FX Palo Alto Laboratory, Palo Alto, CA, USA; Google, Mountain View, CA, USA; Computer Science Department, Virginia Tech, Blacksburg, VA, USA; Computer Science Department, Virginia Tech, Blacksburg, VA, USA; Computer Science Department, Virginia Tech, Blacksburg, VA, USA","IEEE Transactions on Visualization and Computer Graphics","4 Sep 2019","2019","25","10","2983","2998","Exploring coordinated relationships (e.g., shared relationships between two sets of entities) is an important analytics task in a variety of real-world applications, such as discovering similarly behaved genes in bioinformatics, detecting malware collusions in cyber security, and identifying products bundles in marketing analysis. Coordinated relationships can be formalized as biclusters. In order to support visual exploration of biclusters, bipartite graphs based visualizations have been proposed, and edge bundling is used to show biclusters. However, it suffers from edge crossings due to possible overlaps of biclusters, and lacks in-depth understanding of its impact on user exploring biclusters in bipartite graphs. To address these, we propose a novel bicluster-based seriation technique that can reduce edge crossings in bipartite graphs drawing and conducted a user experiment to study the effect of edge bundling and this proposed technique on visualizing biclusters in bipartite graphs. We found that they both had impact on reducing entity visits for users exploring biclusters, and edge bundles helped them find more justified answers. Moreover, we identified four key trade-offs that inform the design of future bicluster visualizations. The study results suggest that edge bundling is critical for exploring biclusters in bipartite graphs, which helps to reduce low-level perceptual problems and support high-level inferences.","1941-0506","","10.1109/TVCG.2018.2861397","National Science Foundation(grant numbers:IIS-1447416); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8423100","Bicluster;edge bundling;seriation;visual analytics","Bipartite graph;Layout;Image edge detection;Bioinformatics;Visual analytics","data analysis;data visualisation;graph theory;pattern clustering","edge bundling;edge crossings;edge bundles;bicluster visualizations;product bundles;bicluster-based seriation;bipartite graph based visualizations;visual analytics;exploratory data analysis","","4","","46","IEEE","30 Jul 2018","","","IEEE","IEEE Journals"
"Unbiased Sampling and Meshing of Isosurfaces","D. Yan; J. Wallner; P. Wonka","KAUST, Thuwal, Makkah, Saudi Arabia; TU Graz, Kopernikusg. 24, Graz, Austria; KAUST and the Department of Computer Science and Engineering, Arizona State University, Tempe, AZ","IEEE Transactions on Visualization and Computer Graphics","24 Sep 2014","2014","20","11","1579","1589","In this paper, we present a new technique to generate unbiased samples on isosurfaces. An isosurface, F(x; y; z) = c, of a function, F, is implicitly defined by trilinear interpolation of background grid points. The key idea of our approach is that of treating the isosurface within a grid cell as a graph (height) function in one of the three coordinate axis directions, restricted to where the slope is not too high, and integrating / sampling from each of these three. We use this unbiased sampling algorithm for applications in Monte Carlo integration, Poisson-disk sampling, and isosurface meshing.","1941-0506","","10.1109/TVCG.2014.2322357","KAUST Visual Computing Center, the National Natural Science Foundation(grant numbers:61372168,61331018,61271431,61272327); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6811174","Isosurface extraction;unbiased sampling;Poisson-disk sampling;blue noise","Isosurfaces;Density functional theory;Interpolation;Monte Carlo methods;Level set;Feature extraction","computer graphics;graph theory;mesh generation;Monte Carlo methods;sampling methods;stochastic processes","isosurface meshing;trilinear interpolation;background grid points;grid cell;graph function;unbiased sampling algorithm;Monte Carlo integration;Poisson-disk sampling","","4","","40","IEEE","7 May 2014","","","IEEE","IEEE Journals"
"VisCode: Embedding Information in Visualization Images using Encoder-Decoder Network","P. Zhang; C. Li; C. Wang",School of Computer Science and TechnologyEast China Normal University; School of Computer Science and TechnologyEast China Normal University; School of Computer Science and TechnologyEast China Normal University,"IEEE Transactions on Visualization and Computer Graphics","28 Jan 2021","2021","27","2","326","336","We present an approach called VisCode for embedding information into visualization images. This technology can implicitly embed data information specified by the user into a visualization while ensuring that the encoded visualization image is not distorted. The VisCode framework is based on a deep neural network. We propose to use visualization images and QR codes data as training data and design a robust deep encoder-decoder network. The designed model considers the salient features of visualization images to reduce the explicit visual loss caused by encoding. To further support large-scale encoding and decoding, we consider the characteristics of information visualization and propose a saliency-based QR code layout algorithm. We present a variety of practical applications of VisCode in the context of information visualization and conduct a comprehensive evaluation of the perceptual quality of encoding, decoding success rate, anti-attack capability, time performance, etc. The evaluation results demonstrate the effectiveness of VisCode.","1941-0506","","10.1109/TVCG.2020.3030343","NSFC(grant numbers:61802128,61672237,61532002); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9222358","Information visualization;information steganography;autocoding;saliency detection;visualization retargeting","Data visualization;Visualization;Decoding;Image coding;Encoding;Image color analysis;Media","codecs;data visualisation;decoding;deep learning (artificial intelligence);image coding;neural nets","antiattack capability;decoding success rate;robust deep encoder-decoder network;QR codes data;deep neural network;encoded visualization image;data information;embedding information;VisCode;saliency-based QR code layout algorithm;information visualization;visual loss;visualization images","","4","","61","IEEE","13 Oct 2020","","","IEEE","IEEE Journals"
"Attribute-Conditioned Layout GAN for Automatic Graphic Design","J. Li; J. Yang; J. Zhang; C. Liu; C. Wang; T. Xu","Beijing Institute of Technology, Beijing, China; Adobe Inc., San Jose, CA, USA; Adobe Inc., San Jose, CA, USA; Adobe Inc., San Jose, CA, USA; Adobe Inc., San Jose, CA, USA; Beijing Institute of Technology, Beijing, China","IEEE Transactions on Visualization and Computer Graphics","1 Sep 2021","2021","27","10","4039","4048","Modeling layout is an important first step for graphic design. Recently, methods for generating graphic layouts have progressed, particularly with Generative Adversarial Networks (GANs). However, the problem of specifying the locations and sizes of design elements usually involves constraints with respect to element attributes, such as area, aspect ratio and reading-order. Automating attribute conditional graphic layouts remains a complex and unsolved problem. In this article, we introduce Attribute-conditioned Layout GAN to incorporate the attributes of design elements for graphic layout generation by forcing both the generator and the discriminator to meet attribute conditions. Due to the complexity of graphic designs, we further propose an element dropout method to make the discriminator look at partial lists of elements and learn their local patterns. In addition, we introduce various loss designs following different design principles for layout optimization. We demonstrate that the proposed method can synthesize graphic layouts conditioned on different element attributes. It can also adjust well-designed layouts to new sizes while retaining elements' original reading-orders. The effectiveness of our method is validated through a user study.","1941-0506","","10.1109/TVCG.2020.2999335","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9106863","Generative adversarial networks;graphic design;attribute","Layout;Generators;Generative adversarial networks;Optimization;Task analysis;Gallium nitride","computer graphics;integrated circuit layout;neural nets;optimisation","element attributes;layout optimization;design principles;element dropout method;graphic layout generation;attribute conditional graphic layouts;generative adversarial networks;modeling layout;automatic graphic design;attribute-conditioned layout GAN","","3","","34","IEEE","2 Jun 2020","","","IEEE","IEEE Journals"
"Deep Volumetric Ambient Occlusion","D. Engel; T. Ropinski","Ulm University; Ulm University and Linköping University, Norrköping","IEEE Transactions on Visualization and Computer Graphics","28 Jan 2021","2021","27","2","1268","1278","We present a novel deep learning based technique for volumetric ambient occlusion in the context of direct volume rendering. Our proposed Deep Volumetric Ambient Occlusion (DVAO) approach can predict per-voxel ambient occlusion in volumetric data sets, while considering global information provided through the transfer function. The proposed neural network only needs to be executed upon change of this global information, and thus supports real-time volume interaction. Accordingly, we demonstrate DVAO's ability to predict volumetric ambient occlusion, such that it can be applied interactively within direct volume rendering. To achieve the best possible results, we propose and analyze a variety of transfer function representations and injection strategies for deep neural networks. Based on the obtained results we also give recommendations applicable in similar volume learning scenarios. Lastly, we show that DVAO generalizes to a variety of modalities, despite being trained on computed tomography data only.","1941-0506","","10.1109/TVCG.2020.3030344","Deutsche Forschungsgemeinschaft (DFG)(grant numbers:391107954); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9222376","Volume illumination;deep learning;direct volume rendering","Rendering (computer graphics);Transfer functions;Lighting;Training;Three-dimensional displays;Neural networks;Deep learning","computerised tomography;learning (artificial intelligence);medical image processing;neural nets;real-time systems;rendering (computer graphics);transfer functions","deep learning based technique;direct volume rendering;DVAO;per-voxel ambient occlusion;volumetric data sets;global information;real-time volume interaction;deep neural networks;similar volume learning scenarios;deep volumetric ambient occlusion approach;computed tomography data","","3","","50","IEEE","13 Oct 2020","","","IEEE","IEEE Journals"
