group,character,timestep_start,timestep_stop
GASTech,Osvaldo_Hennie,249,252
Home,Osvaldo_Hennie,253,253
Coffee,Osvaldo_Hennie,254,255
Home,Osvaldo_Hennie,256,266
GASTech,Osvaldo_Hennie,267,269
Unknown,Osvaldo_Hennie,270,271
Dining,Osvaldo_Hennie,272,272
GASTech,Osvaldo_Hennie,273,276
Home,Osvaldo_Hennie,277,277
Coffee,Osvaldo_Hennie,278,279
Home,Osvaldo_Hennie,280,301
Coffee,Osvaldo_Hennie,302,302
Home,Osvaldo_Hennie,303,325
Shopping,Osvaldo_Hennie,326,327
GASTech,Herrero_Kanon,3,6
Dining,Herrero_Kanon,7,8
GASTech,Herrero_Kanon,9,12
Home,Herrero_Kanon,13,25
Coffee,Herrero_Kanon,26,26
GASTech,Herrero_Kanon,27,30
Dining,Herrero_Kanon,31,32
GASTech,Herrero_Kanon,33,36
Home,Herrero_Kanon,37,50
GASTech,Herrero_Kanon,51,54
Dining,Herrero_Kanon,55,56
GASTech,Herrero_Kanon,57,60
Home,Herrero_Kanon,61,61
Dining,Herrero_Kanon,62,62
Home,Herrero_Kanon,63,74
GASTech,Herrero_Kanon,75,84
Home,Herrero_Kanon,85,97
Coffee,Herrero_Kanon,98,98
GASTech,Herrero_Kanon,99,102
Dining,Herrero_Kanon,103,104
GASTech,Herrero_Kanon,105,108
Home,Herrero_Kanon,109,132
Dining,Herrero_Kanon,133,134
Home,Herrero_Kanon,135,151
Dining,Herrero_Kanon,152,152
Shopping,Herrero_Kanon,153,154
Home,Herrero_Kanon,155,157
Dining,Herrero_Kanon,158,158
Home,Herrero_Kanon,159,170
GASTech,Herrero_Kanon,171,174
Dining,Herrero_Kanon,175,175
GASTech,Herrero_Kanon,176,180
Home,Herrero_Kanon,181,182
Dining,Herrero_Kanon,183,183
Home,Herrero_Kanon,184,194
GASTech,Herrero_Kanon,195,204
Home,Herrero_Kanon,205,218
GASTech,Herrero_Kanon,219,222
Coffee,Herrero_Kanon,223,224
GASTech,Herrero_Kanon,225,228
Home,Herrero_Kanon,229,229
Dining,Herrero_Kanon,230,231
Home,Herrero_Kanon,232,241
Coffee,Herrero_Kanon,242,242
GASTech,Herrero_Kanon,243,246
Dining,Herrero_Kanon,247,247
GASTech,Herrero_Kanon,248,252
Home,Herrero_Kanon,253,254
Shopping,Herrero_Kanon,255,255
Home,Herrero_Kanon,256,266
GASTech,Herrero_Kanon,267,276
Home,Herrero_Kanon,277,277
Shopping,Herrero_Kanon,278,278
Home,Herrero_Kanon,279,292
Recreation,Herrero_Kanon,293,301
Dining,Herrero_Kanon,302,302
Home,Herrero_Kanon,303,325
Dining,Herrero_Kanon,326,327
Coffee,Lagos_Varja,2,2
GASTech,Lagos_Varja,3,6
Dining,Lagos_Varja,7,7
GASTech,Lagos_Varja,8,11
Gas,Lagos_Varja,12,12
Home,Lagos_Varja,13,13
Dining,Lagos_Varja,14,14
Home,Lagos_Varja,15,26
GASTech,Lagos_Varja,27,30
Coffee,Lagos_Varja,31,32
GASTech,Lagos_Varja,33,35
Home,Lagos_Varja,36,37
Dining,Lagos_Varja,38,38
Home,Lagos_Varja,39,50
GASTech,Lagos_Varja,51,54
Dining,Lagos_Varja,55,56
GASTech,Lagos_Varja,57,59
Home,Lagos_Varja,60,61
Dining,Lagos_Varja,62,62
Home,Lagos_Varja,63,74
GASTech,Lagos_Varja,75,78
Dining,Lagos_Varja,79,80
GASTech,Lagos_Varja,81,83
Home,Lagos_Varja,84,84
Shopping,Lagos_Varja,85,86
Home,Lagos_Varja,87,97
Coffee,Lagos_Varja,98,98
GASTech,Lagos_Varja,99,102
Dining,Lagos_Varja,103,104
GASTech,Lagos_Varja,105,108
Home,Lagos_Varja,109,127
Coffee,Lagos_Varja,128,128
Home,Lagos_Varja,129,170
GASTech,Lagos_Varja,171,174
Coffee,Lagos_Varja,175,175
GASTech,Lagos_Varja,176,179
Home,Lagos_Varja,180,194
GASTech,Lagos_Varja,195,198
Dining,Lagos_Varja,199,200
GASTech,Lagos_Varja,201,203
Home,Lagos_Varja,204,205
Shopping,Lagos_Varja,206,206
Home,Lagos_Varja,207,218
GASTech,Lagos_Varja,219,222
Dining,Lagos_Varja,223,224
GASTech,Lagos_Varja,225,227
Home,Lagos_Varja,228,229
Dining,Lagos_Varja,230,230
Home,Lagos_Varja,231,241
Coffee,Lagos_Varja,242,242
GASTech,Lagos_Varja,243,246
Coffee,Lagos_Varja,247,248
GASTech,Lagos_Varja,249,251
Home,Lagos_Varja,252,252
Dining,Lagos_Varja,253,253
Home,Lagos_Varja,254,266
GASTech,Lagos_Varja,267,270
Dining,Lagos_Varja,271,271
GASTech,Lagos_Varja,272,275
Home,Lagos_Varja,276,277
Dining,Lagos_Varja,278,278
Home,Lagos_Varja,279,295
Coffee,Lagos_Varja,296,296
Shopping,Lagos_Varja,297,297
Home,Lagos_Varja,298,300
Dining,Lagos_Varja,301,301
Home,Lagos_Varja,302,319
Dining,Lagos_Varja,320,320
Shopping,Lagos_Varja,321,322
Home,Lagos_Varja,323,324
Dining,Lagos_Varja,325,327
Coffee,Mies_Minke,2,2
GASTech,Mies_Minke,3,6
Dining,Mies_Minke,7,8
GASTech,Mies_Minke,9,12
Home,Mies_Minke,13,13
Shopping,Mies_Minke,14,15
Home,Mies_Minke,16,25
Coffee,Mies_Minke,26,26
GASTech,Mies_Minke,27,29
Unknown,Mies_Minke,30,31
Coffee,Mies_Minke,32,32
GASTech,Mies_Minke,33,36
Home,Mies_Minke,37,50
GASTech,Mies_Minke,51,53
Unknown,Mies_Minke,54,54
Dining,Mies_Minke,55,56
GASTech,Mies_Minke,57,60
Home,Mies_Minke,61,61
Dining,Mies_Minke,62,62
Home,Mies_Minke,63,74
GASTech,Mies_Minke,75,77
Unknown,Mies_Minke,78,79
Dining,Mies_Minke,80,80
GASTech,Mies_Minke,81,84
Home,Mies_Minke,85,85
Dining,Mies_Minke,86,87
Home,Mies_Minke,88,98
GASTech,Mies_Minke,99,101
Unknown,Mies_Minke,102,102
Dining,Mies_Minke,103,104
GASTech,Mies_Minke,105,108
Home,Mies_Minke,109,110
Shopping,Mies_Minke,111,112
Home,Mies_Minke,113,127
Dining,Mies_Minke,128,128
Shopping,Mies_Minke,129,130
Home,Mies_Minke,131,170
GASTech,Mies_Minke,171,173
Dining,Mies_Minke,174,175
GASTech,Mies_Minke,176,180
Shopping,Mies_Minke,181,181
Home,Mies_Minke,182,194
GASTech,Mies_Minke,195,197
Unknown,Mies_Minke,198,198
Dining,Mies_Minke,199,200
GASTech,Mies_Minke,201,204
Home,Mies_Minke,205,205
Shopping,Mies_Minke,206,207
Home,Mies_Minke,208,218
GASTech,Mies_Minke,219,221
Unknown,Mies_Minke,222,223
Dining,Mies_Minke,224,224
GASTech,Mies_Minke,225,228
Dining,Mies_Minke,229,230
Home,Mies_Minke,231,242
GASTech,Mies_Minke,243,245
Unknown,Mies_Minke,246,247
Dining,Mies_Minke,248,251
GASTech,Mies_Minke,252,252
Home,Mies_Minke,253,253
Shopping,Mies_Minke,254,255
Home,Mies_Minke,256,265
Coffee,Mies_Minke,266,266
GASTech,Mies_Minke,267,270
Coffee,Mies_Minke,271,272
GASTech,Mies_Minke,273,276
Home,Mies_Minke,277,277
Dining,Mies_Minke,278,279
Home,Mies_Minke,280,301
Coffee,Mies_Minke,302,302
Home,Mies_Minke,303,319
Coffee,Mies_Minke,320,320
Home,Mies_Minke,321,325
Dining,Mies_Minke,326,327
Coffee,Nubarron_Adra,2,2
GASTech,Nubarron_Adra,3,7
Coffee,Nubarron_Adra,8,8
GASTech,Nubarron_Adra,9,12
Home,Nubarron_Adra,13,13
Shopping,Nubarron_Adra,14,15
Home,Nubarron_Adra,16,26
GASTech,Nubarron_Adra,27,31
Dining,Nubarron_Adra,32,32
GASTech,Nubarron_Adra,33,36
Home,Nubarron_Adra,37,50
GASTech,Nubarron_Adra,51,55
Coffee,Nubarron_Adra,56,56
GASTech,Nubarron_Adra,57,60
Home,Nubarron_Adra,61,61
Coffee,Nubarron_Adra,62,63
Home,Nubarron_Adra,64,74
GASTech,Nubarron_Adra,75,78
Dining,Nubarron_Adra,79,80
GASTech,Nubarron_Adra,81,83
Home,Nubarron_Adra,84,98
GASTech,Nubarron_Adra,99,102
Coffee,Nubarron_Adra,103,104
GASTech,Nubarron_Adra,105,107
Home,Nubarron_Adra,108,127
Coffee,Nubarron_Adra,128,128
Home,Nubarron_Adra,129,133
Coffee,Nubarron_Adra,134,134
Home,Nubarron_Adra,135,151
Shopping,Nubarron_Adra,152,154
Home,Nubarron_Adra,155,157
Coffee,Nubarron_Adra,158,158
Home,Nubarron_Adra,159,170
GASTech,Nubarron_Adra,171,174
Dining,Nubarron_Adra,175,176
GASTech,Nubarron_Adra,177,179
Home,Nubarron_Adra,180,194
GASTech,Nubarron_Adra,195,199
Dining,Nubarron_Adra,200,200
GASTech,Nubarron_Adra,201,203
Home,Nubarron_Adra,204,217
Coffee,Nubarron_Adra,218,218
GASTech,Nubarron_Adra,219,222
Dining,Nubarron_Adra,223,224
GASTech,Nubarron_Adra,225,227
Home,Nubarron_Adra,228,229
Coffee,Nubarron_Adra,230,230
Home,Nubarron_Adra,231,242
GASTech,Nubarron_Adra,243,247
Dining,Nubarron_Adra,248,248
GASTech,Nubarron_Adra,249,252
Home,Nubarron_Adra,253,253
Coffee,Nubarron_Adra,254,255
Home,Nubarron_Adra,256,265
Coffee,Nubarron_Adra,266,266
GASTech,Nubarron_Adra,267,270
Dining,Nubarron_Adra,271,272
GASTech,Nubarron_Adra,273,276
Home,Nubarron_Adra,277,278
Coffee,Nubarron_Adra,279,279
Home,Nubarron_Adra,280,295
Recreation,Nubarron_Adra,296,319
Dining,Nubarron_Adra,320,320
Shopping,Nubarron_Adra,321,322
Home,Nubarron_Adra,323,325
Shopping,Nubarron_Adra,326,326
Unknown,Nubarron_Adra,327,327
Coffee,Onda_Marin,2,2
GASTech,Onda_Marin,3,6
Dining,Onda_Marin,7,8
GASTech,Onda_Marin,9,12
Home,Onda_Marin,13,14
Shopping,Onda_Marin,15,16
Home,Onda_Marin,17,26
GASTech,Onda_Marin,27,30
Dining,Onda_Marin,31,32
GASTech,Onda_Marin,33,36
Home,Onda_Marin,37,37
Coffee,Onda_Marin,38,40
Home,Onda_Marin,41,49
Coffee,Onda_Marin,50,50
GASTech,Onda_Marin,51,54
Coffee,Onda_Marin,55,56
GASTech,Onda_Marin,57,60
Home,Onda_Marin,61,61
Coffee,Onda_Marin,62,62
Home,Onda_Marin,63,73
Coffee,Onda_Marin,74,74
GASTech,Onda_Marin,75,78
Dining,Onda_Marin,79,80
GASTech,Onda_Marin,81,84
Home,Onda_Marin,85,85
Coffee,Onda_Marin,86,87
Home,Onda_Marin,88,97
Coffee,Onda_Marin,98,98
GASTech,Onda_Marin,99,102
Dining,Onda_Marin,103,104
GASTech,Onda_Marin,105,108
Home,Onda_Marin,109,127
Dining,Onda_Marin,128,128
Shopping,Onda_Marin,129,130
Home,Onda_Marin,131,132
Coffee,Onda_Marin,133,134
Home,Onda_Marin,135,151
Dining,Onda_Marin,152,152
Shopping,Onda_Marin,153,153
Home,Onda_Marin,154,169
Coffee,Onda_Marin,170,170
GASTech,Onda_Marin,171,174
Dining,Onda_Marin,175,176
GASTech,Onda_Marin,177,180
Home,Onda_Marin,181,181
Coffee,Onda_Marin,182,183
Home,Onda_Marin,184,193
Coffee,Onda_Marin,194,194
GASTech,Onda_Marin,195,198
Dining,Onda_Marin,199,200
GASTech,Onda_Marin,201,204
Home,Onda_Marin,205,218
GASTech,Onda_Marin,219,222
Coffee,Onda_Marin,223,224
GASTech,Onda_Marin,225,228
Home,Onda_Marin,229,229
Coffee,Onda_Marin,230,231
Home,Onda_Marin,232,241
Coffee,Onda_Marin,242,242
GASTech,Onda_Marin,243,246
Dining,Onda_Marin,247,248
GASTech,Onda_Marin,249,252
Home,Onda_Marin,253,265
Coffee,Onda_Marin,266,266
GASTech,Onda_Marin,267,270
Dining,Onda_Marin,271,272
GASTech,Onda_Marin,273,276
Home,Onda_Marin,277,277
Coffee,Onda_Marin,278,278
Home,Onda_Marin,279,300
Coffee,Onda_Marin,301,302
Home,Onda_Marin,303,319
Coffee,Onda_Marin,320,327
Coffee,Orilla_Kare,2,2
GASTech,Orilla_Kare,3,6
Dining,Orilla_Kare,7,8
GASTech,Orilla_Kare,9,11
Home,Orilla_Kare,12,13
Coffee,Orilla_Kare,14,15
Home,Orilla_Kare,16,25
Coffee,Orilla_Kare,26,26
GASTech,Orilla_Kare,27,30
Dining,Orilla_Kare,31,32
GASTech,Orilla_Kare,33,35
Home,Orilla_Kare,36,37
Coffee,Orilla_Kare,38,39
Home,Orilla_Kare,40,49
Coffee,Orilla_Kare,50,50
GASTech,Orilla_Kare,51,54
Dining,Orilla_Kare,55,56
GASTech,Orilla_Kare,57,59
Home,Orilla_Kare,60,73
Coffee,Orilla_Kare,74,74
GASTech,Orilla_Kare,75,79
Dining,Orilla_Kare,80,80
GASTech,Orilla_Kare,81,83
Home,Orilla_Kare,84,85
Coffee,Orilla_Kare,86,86
Home,Orilla_Kare,87,98
GASTech,Orilla_Kare,99,102
Dining,Orilla_Kare,103,104
GASTech,Orilla_Kare,105,108
Home,Orilla_Kare,109,133
Coffee,Orilla_Kare,134,135
Home,Orilla_Kare,136,151
Dining,Orilla_Kare,152,152
Home,Orilla_Kare,153,157
Coffee,Orilla_Kare,158,158
Home,Orilla_Kare,159,170
GASTech,Orilla_Kare,171,175
Coffee,Orilla_Kare,176,176
GASTech,Orilla_Kare,177,179
Home,Orilla_Kare,180,194
GASTech,Orilla_Kare,195,199
Dining,Orilla_Kare,200,200
GASTech,Orilla_Kare,201,203
Home,Orilla_Kare,204,205
Coffee,Orilla_Kare,206,207
Home,Orilla_Kare,208,218
GASTech,Orilla_Kare,219,222
Dining,Orilla_Kare,223,224
GASTech,Orilla_Kare,225,228
Home,Orilla_Kare,229,229
Coffee,Orilla_Kare,230,230
Home,Orilla_Kare,231,241
Coffee,Orilla_Kare,242,242
GASTech,Orilla_Kare,243,246
Dining,Orilla_Kare,247,248
GASTech,Orilla_Kare,249,251
Home,Orilla_Kare,252,253
Coffee,Orilla_Kare,254,255
Home,Orilla_Kare,256,266
GASTech,Orilla_Kare,267,271
Dining,Orilla_Kare,272,272
GASTech,Orilla_Kare,273,275
Home,Orilla_Kare,276,276
Coffee,Orilla_Kare,277,277
Home,Orilla_Kare,278,319
Coffee,Orilla_Kare,320,327
Unknown,Orilla_Elsa,2,86
Home,Orilla_Elsa,87,97
Unknown,Orilla_Elsa,98,107
Home,Orilla_Elsa,108,112
Unknown,Orilla_Elsa,113,158
Home,Orilla_Elsa,159,161
Unknown,Orilla_Elsa,162,203
Home,Orilla_Elsa,204,205
Unknown,Orilla_Elsa,206,227
Home,Orilla_Elsa,228,228
Unknown,Orilla_Elsa,229,255
Home,Orilla_Elsa,256,264
Unknown,Orilla_Elsa,265,275
Home,Orilla_Elsa,276,276
Unknown,Orilla_Elsa,277,278
Home,Orilla_Elsa,279,292
Unknown,Orilla_Elsa,293,302
Home,Orilla_Elsa,303,306
Unknown,Orilla_Elsa,307,322
Home,Orilla_Elsa,323,324
Unknown,Orilla_Elsa,325,327
Coffee,Ovan_Bertrand,2,2
GASTech,Ovan_Bertrand,3,7
Dining,Ovan_Bertrand,8,8
GASTech,Ovan_Bertrand,9,11
Home,Ovan_Bertrand,12,13
Coffee,Ovan_Bertrand,14,15
Home,Ovan_Bertrand,16,26
GASTech,Ovan_Bertrand,27,31
Dining,Ovan_Bertrand,32,32
GASTech,Ovan_Bertrand,33,35
Home,Ovan_Bertrand,36,37
Coffee,Ovan_Bertrand,38,39
Home,Ovan_Bertrand,40,50
GASTech,Ovan_Bertrand,51,54
Dining,Ovan_Bertrand,55,56
GASTech,Ovan_Bertrand,57,59
Home,Ovan_Bertrand,60,61
Coffee,Ovan_Bertrand,62,63
Home,Ovan_Bertrand,64,73
Coffee,Ovan_Bertrand,74,74
GASTech,Ovan_Bertrand,75,79
Dining,Ovan_Bertrand,80,80
GASTech,Ovan_Bertrand,81,83
Home,Ovan_Bertrand,84,84
Coffee,Ovan_Bertrand,85,86
Home,Ovan_Bertrand,87,97
Coffee,Ovan_Bertrand,98,98
GASTech,Ovan_Bertrand,99,103
Dining,Ovan_Bertrand,104,104
GASTech,Ovan_Bertrand,105,107
Home,Ovan_Bertrand,108,108
Coffee,Ovan_Bertrand,109,110
Home,Ovan_Bertrand,111,133
Shopping,Ovan_Bertrand,134,134
Home,Ovan_Bertrand,135,136
Dining,Ovan_Bertrand,137,137
Gas,Ovan_Bertrand,138,138
Home,Ovan_Bertrand,139,151
Shopping,Ovan_Bertrand,152,154
Home,Ovan_Bertrand,155,157
Coffee,Ovan_Bertrand,158,158
Home,Ovan_Bertrand,159,169
Coffee,Ovan_Bertrand,170,170
GASTech,Ovan_Bertrand,171,175
Coffee,Ovan_Bertrand,176,176
GASTech,Ovan_Bertrand,177,179
Home,Ovan_Bertrand,180,181
Coffee,Ovan_Bertrand,182,182
Home,Ovan_Bertrand,183,193
Coffee,Ovan_Bertrand,194,194
GASTech,Ovan_Bertrand,195,199
Coffee,Ovan_Bertrand,200,200
GASTech,Ovan_Bertrand,201,204
Home,Ovan_Bertrand,205,205
Coffee,Ovan_Bertrand,206,206
Home,Ovan_Bertrand,207,218
GASTech,Ovan_Bertrand,219,223
Dining,Ovan_Bertrand,224,224
GASTech,Ovan_Bertrand,225,228
Home,Ovan_Bertrand,229,229
Coffee,Ovan_Bertrand,230,231
Home,Ovan_Bertrand,232,241
Coffee,Ovan_Bertrand,242,242
GASTech,Ovan_Bertrand,243,246
Dining,Ovan_Bertrand,247,248
GASTech,Ovan_Bertrand,249,252
Home,Ovan_Bertrand,253,253
Coffee,Ovan_Bertrand,254,254
Home,Ovan_Bertrand,255,266
GASTech,Ovan_Bertrand,267,271
Coffee,Ovan_Bertrand,272,272
GASTech,Ovan_Bertrand,273,275
Home,Ovan_Bertrand,276,295
Dining,Ovan_Bertrand,296,296
Shopping,Ovan_Bertrand,297,298
Home,Ovan_Bertrand,299,301
Coffee,Ovan_Bertrand,302,302
Home,Ovan_Bertrand,303,327
Coffee,Resumir_Felix,2,2
GASTech,Resumir_Felix,3,6
Coffee,Resumir_Felix,7,8
GASTech,Resumir_Felix,9,11
Home,Resumir_Felix,12,13
Dining,Resumir_Felix,14,14
Home,Resumir_Felix,15,26
GASTech,Resumir_Felix,27,31
Dining,Resumir_Felix,32,32
GASTech,Resumir_Felix,33,35
Home,Resumir_Felix,36,37
Shopping,Resumir_Felix,38,38
Home,Resumir_Felix,39,50
GASTech,Resumir_Felix,51,60
Home,Resumir_Felix,61,61
Dining,Resumir_Felix,62,63
Home,Resumir_Felix,64,74
GASTech,Resumir_Felix,75,79
Dining,Resumir_Felix,80,80
GASTech,Resumir_Felix,81,84
Home,Resumir_Felix,85,85
Shopping,Resumir_Felix,86,86
Home,Resumir_Felix,87,98
GASTech,Resumir_Felix,99,102
Dining,Resumir_Felix,103,104
GASTech,Resumir_Felix,105,108
Home,Resumir_Felix,109,109
Dining,Resumir_Felix,110,110
Home,Resumir_Felix,111,127
Dining,Resumir_Felix,128,129
Home,Resumir_Felix,130,133
Shopping,Resumir_Felix,134,134
Home,Resumir_Felix,135,150
Dining,Resumir_Felix,151,152
Recreation,Resumir_Felix,153,157
Home,Resumir_Felix,158,170
GASTech,Resumir_Felix,171,174
Dining,Resumir_Felix,175,176
GASTech,Resumir_Felix,177,180
Home,Resumir_Felix,181,181
Shopping,Resumir_Felix,182,183
Home,Resumir_Felix,184,194
GASTech,Resumir_Felix,195,198
Dining,Resumir_Felix,199,200
GASTech,Resumir_Felix,201,204
Home,Resumir_Felix,205,205
Shopping,Resumir_Felix,206,207
Home,Resumir_Felix,208,218
GASTech,Resumir_Felix,219,222
Dining,Resumir_Felix,223,224
GASTech,Resumir_Felix,225,227
Home,Resumir_Felix,228,242
GASTech,Resumir_Felix,243,246
Dining,Resumir_Felix,247,248
GASTech,Resumir_Felix,249,251
Home,Resumir_Felix,252,253
Dining,Resumir_Felix,254,254
Home,Resumir_Felix,255,266
GASTech,Resumir_Felix,267,271
Dining,Resumir_Felix,272,272
GASTech,Resumir_Felix,273,276
Home,Resumir_Felix,277,277
Dining,Resumir_Felix,278,278
Home,Resumir_Felix,279,295
Dining,Resumir_Felix,296,296
Home,Resumir_Felix,297,301
Shopping,Resumir_Felix,302,302
Home,Resumir_Felix,303,319
Dining,Resumir_Felix,320,320
Home,Resumir_Felix,321,325
Dining,Resumir_Felix,326,327
Coffee,Sanjorge_Jr_Sten,266,266
GASTech,Sanjorge_Jr_Sten,267,270
Dining,Sanjorge_Jr_Sten,271,272
GASTech,Sanjorge_Jr_Sten,273,276
Lodging,Sanjorge_Jr_Sten,277,295
Coffee,Sanjorge_Jr_Sten,296,296
Lodging,Sanjorge_Jr_Sten,297,319
Recreation,Sanjorge_Jr_Sten,320,322
Lodging,Sanjorge_Jr_Sten,323,325
Dining,Sanjorge_Jr_Sten,326,327
Coffee,Strum_Orhan,2,2
GASTech,Strum_Orhan,3,6
Dining,Strum_Orhan,7,7
GASTech,Strum_Orhan,8,12
Home,Strum_Orhan,13,14
Dining,Strum_Orhan,15,15
Home,Strum_Orhan,16,25
Coffee,Strum_Orhan,26,26
GASTech,Strum_Orhan,27,30
Dining,Strum_Orhan,31,31
GASTech,Strum_Orhan,32,36
Home,Strum_Orhan,37,38
Dining,Strum_Orhan,39,39
Home,Strum_Orhan,40,50
GASTech,Strum_Orhan,51,54
Dining,Strum_Orhan,55,55
GASTech,Strum_Orhan,56,60
Home,Strum_Orhan,61,73
Coffee,Strum_Orhan,74,74
GASTech,Strum_Orhan,75,78
Coffee,Strum_Orhan,79,80
GASTech,Strum_Orhan,81,84
Home,Strum_Orhan,85,86
Dining,Strum_Orhan,87,87
Home,Strum_Orhan,88,97
Coffee,Strum_Orhan,98,98
GASTech,Strum_Orhan,99,102
Dining,Strum_Orhan,103,103
GASTech,Strum_Orhan,104,108
Home,Strum_Orhan,109,109
Dining,Strum_Orhan,110,111
Home,Strum_Orhan,112,127
Shopping,Strum_Orhan,128,130
Home,Strum_Orhan,131,132
Shopping,Strum_Orhan,133,134
Home,Strum_Orhan,135,150
Dining,Strum_Orhan,151,152
Home,Strum_Orhan,153,156
Dining,Strum_Orhan,157,158
Home,Strum_Orhan,159,169
Coffee,Strum_Orhan,170,170
GASTech,Strum_Orhan,171,174
Dining,Strum_Orhan,175,175
GASTech,Strum_Orhan,176,180
Home,Strum_Orhan,181,182
Dining,Strum_Orhan,183,184
Home,Strum_Orhan,185,193
Coffee,Strum_Orhan,194,194
GASTech,Strum_Orhan,195,198
Coffee,Strum_Orhan,199,199
GASTech,Strum_Orhan,200,204
Home,Strum_Orhan,205,217
Coffee,Strum_Orhan,218,218
GASTech,Strum_Orhan,219,222
Dining,Strum_Orhan,223,223
GASTech,Strum_Orhan,224,228
Home,Strum_Orhan,229,230
Dining,Strum_Orhan,231,232
Home,Strum_Orhan,233,241
Coffee,Strum_Orhan,242,242
GASTech,Strum_Orhan,243,246
Dining,Strum_Orhan,247,248
GASTech,Strum_Orhan,249,252
Home,Strum_Orhan,253,266
GASTech,Strum_Orhan,267,270
Dining,Strum_Orhan,271,271
GASTech,Strum_Orhan,272,276
Home,Strum_Orhan,277,295
Shopping,Strum_Orhan,296,298
Home,Strum_Orhan,299,300
Shopping,Strum_Orhan,301,301
Home,Strum_Orhan,302,319
Recreation,Strum_Orhan,320,325
Dining,Strum_Orhan,326,327
Coffee,Tempestad_Brand,2,2
GASTech,Tempestad_Brand,3,6
Dining,Tempestad_Brand,7,7
GASTech,Tempestad_Brand,8,12
Home,Tempestad_Brand,13,26
GASTech,Tempestad_Brand,27,30
Dining,Tempestad_Brand,31,32
GASTech,Tempestad_Brand,33,35
Home,Tempestad_Brand,36,37
Dining,Tempestad_Brand,38,38
Home,Tempestad_Brand,39,50
GASTech,Tempestad_Brand,51,53
Lodging,Tempestad_Brand,54,55
GASTech,Tempestad_Brand,56,59
Home,Tempestad_Brand,60,61
Dining,Tempestad_Brand,62,62
Home,Tempestad_Brand,63,73
Coffee,Tempestad_Brand,74,74
GASTech,Tempestad_Brand,75,78
Dining,Tempestad_Brand,79,80
GASTech,Tempestad_Brand,81,84
Home,Tempestad_Brand,85,97
Coffee,Tempestad_Brand,98,98
GASTech,Tempestad_Brand,99,101
Lodging,Tempestad_Brand,102,103
GASTech,Tempestad_Brand,104,107
Home,Tempestad_Brand,108,127
Recreation,Tempestad_Brand,128,132
Dining,Tempestad_Brand,133,134
Home,Tempestad_Brand,135,151
Dining,Tempestad_Brand,152,152
Home,Tempestad_Brand,153,169
Coffee,Tempestad_Brand,170,170
GASTech,Tempestad_Brand,171,174
Dining,Tempestad_Brand,175,176
GASTech,Tempestad_Brand,177,180
Home,Tempestad_Brand,181,181
Dining,Tempestad_Brand,182,183
Home,Tempestad_Brand,184,194
GASTech,Tempestad_Brand,195,197
Lodging,Tempestad_Brand,198,200
GASTech,Tempestad_Brand,201,203
Home,Tempestad_Brand,204,218
GASTech,Tempestad_Brand,219,222
Dining,Tempestad_Brand,223,223
GASTech,Tempestad_Brand,224,227
Home,Tempestad_Brand,228,229
Shopping,Tempestad_Brand,230,230
Home,Tempestad_Brand,231,242
GASTech,Tempestad_Brand,243,246
Coffee,Tempestad_Brand,247,247
GASTech,Tempestad_Brand,248,252
Home,Tempestad_Brand,253,253
Dining,Tempestad_Brand,254,254
Home,Tempestad_Brand,255,266
GASTech,Tempestad_Brand,267,269
Lodging,Tempestad_Brand,270,272
GASTech,Tempestad_Brand,273,276
Home,Tempestad_Brand,277,278
Dining,Tempestad_Brand,279,279
Home,Tempestad_Brand,280,324
Dining,Tempestad_Brand,325,327
Coffee,Vann_Edvard,2,2
GASTech,Vann_Edvard,3,6
Dining,Vann_Edvard,7,7
GASTech,Vann_Edvard,8,11
Home,Vann_Edvard,12,25
Coffee,Vann_Edvard,26,26
GASTech,Vann_Edvard,27,30
Dining,Vann_Edvard,31,32
GASTech,Vann_Edvard,33,36
Home,Vann_Edvard,37,37
Dining,Vann_Edvard,38,38
Home,Vann_Edvard,39,50
GASTech,Vann_Edvard,51,54
Dining,Vann_Edvard,55,55
GASTech,Vann_Edvard,56,60
Home,Vann_Edvard,61,73
Coffee,Vann_Edvard,74,74
GASTech,Vann_Edvard,75,78
Dining,Vann_Edvard,79,79
GASTech,Vann_Edvard,80,83
Home,Vann_Edvard,84,85
Shopping,Vann_Edvard,86,86
Home,Vann_Edvard,87,97
Coffee,Vann_Edvard,98,98
GASTech,Vann_Edvard,99,102
Dining,Vann_Edvard,103,104
Shopping,Vann_Edvard,105,105
GASTech,Vann_Edvard,106,108
Home,Vann_Edvard,109,109
Dining,Vann_Edvard,110,110
Home,Vann_Edvard,111,128
Recreation,Vann_Edvard,129,132
Dining,Vann_Edvard,133,134
Home,Vann_Edvard,135,169
Coffee,Vann_Edvard,170,170
GASTech,Vann_Edvard,171,174
Dining,Vann_Edvard,175,176
GASTech,Vann_Edvard,177,179
Home,Vann_Edvard,180,181
Dining,Vann_Edvard,182,182
Home,Vann_Edvard,183,193
Coffee,Vann_Edvard,194,194
GASTech,Vann_Edvard,195,198
Coffee,Vann_Edvard,199,200
GASTech,Vann_Edvard,201,203
Home,Vann_Edvard,204,205
Dining,Vann_Edvard,206,206
Home,Vann_Edvard,207,218
GASTech,Vann_Edvard,219,222
Dining,Vann_Edvard,223,224
GASTech,Vann_Edvard,225,228
Home,Vann_Edvard,229,230
Shopping,Vann_Edvard,231,231
Home,Vann_Edvard,232,242
GASTech,Vann_Edvard,243,246
